name,credentials,specialties,street,city,state,zip,phone,accepting_new_patients,languages,hospital_affiliations,source,scraped_at
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:30.702206
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:30.692765
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:30.678442
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:30.656292
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:30.642392
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:30.624870
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.848230
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.839491
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.829666
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.821174
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.813327
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.805173
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.797291
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.785857
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.777574
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.769521
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.733928
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.726044
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.714975
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.700329
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.687968
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.680226
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.671677
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.664135
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.655793
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:21.647030
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.858212
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.849857
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.809984
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.802030
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.793694
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.785898
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.778231
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.769742
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.761682
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.753729
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.745255
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.735913
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.725503
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.713782
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.705881
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.698014
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.690080
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.681982
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.673490
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:12.663906
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.806810
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.797663
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.787285
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.777571
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.768591
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.759977
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.751151
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.742394
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.733003
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.724444
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.715332
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.705786
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.693401
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.672552
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.655700
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.645520
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.634764
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.624663
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.615647
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:32:03.606257
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.896894
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.889198
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.880464
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.872249
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.864426
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.854440
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.846849
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.838360
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.829754
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.820943
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.812300
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.803312
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.792973
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.784830
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.769561
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.752708
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.744346
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.735451
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.724570
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:54.713487
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.533380
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.522915
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.512816
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.502803
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.491612
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.481886
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.471470
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.461422
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.452746
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.441755
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.432642
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.423796
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.414257
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.405001
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.393842
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.380150
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.335312
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.088009
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:45.035078
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:44.868248
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.177113
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.166853
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.157468
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.148050
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.137473
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.129477
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.121344
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.112576
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.104131
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.095770
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.085098
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.074555
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.064539
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.054940
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.044362
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.033472
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.022244
"Dr. Clarissa Mashchak, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.012672
"Dr. Michael Glassner, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:35.000610
"Dr. Laura Londra, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:31:34.988356
"Dr. Sahadat Nurudeen, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.686992
"Dr. Emily Seidler, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.679367
"Dr. Natalie Stentz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.671761
"Dr. Samuel Tarantino, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.664123
"Dr. Walid Saleh, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.655493
"Dr. Joshua Hurwitz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.648238
"Dr. Kathleen Doody, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.638935
"Dr. Craig Witz, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.631456
"Dr. Anna Nackley, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.622360
"Dr. Rachel Gerber, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.613859
"Dr. Marcus Jurema, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.605372
"Dr. Betsy McCormick, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.595041
"Dr. Jason Griffith, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.586592
"Dr. Matthew McIntyre, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.578655
"Dr. Timothy Yeko, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.570953
"Dr. Mark Amols, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.562219
"Dr. Christine Mansfield, MD",,Reproductive Endocrinology,,,,,,Unknown,,,healthgrades,2026-05-15T06:15:30.553912
